"","Calculate.part.in.proportion.with.fractions","Calculate.total.in.proportion.with.fractions","Choose.operator.in.fractional.identity","Enter.Calculated.value.of.rate","Enter.Calculated.value.of.ratio","Enter.denominator.of.form.of.1","Enter.denominator.of.given.fraction.in.proportion","Enter.denominator.of.given.rate.in.proportion","Enter.denominator.of.given.unit.rate.in.proportion","Enter.given.part.in.proportion","Enter.given.total.in.proportion","Enter.numerator.of.form.of.1","Enter.numerator.of.given.fraction.in.proportion","Enter.numerator.of.given.rate.in.proportion","Enter.numerator.of.given.unit.rate.in.proportion","Enter.part.in.proportion.with.variable","Enter.proportion.label.in.denominator","Enter.proportion.label.in.numerator","Enter.total.in.proportion.with.variable"
"stu_529d52830a.3",0.888888888888889,1,1,1,0.857142857142857,1,0.857142857142857,0.6,1,0.857142857142857,0.833333333333333,0.9375,1,1,1,0.625,1,0.9375,0.714285714285714
"stu_bd67d2880a.3",1,1,1,1,1,1,0.75,1,1,1,1,0.909090909090909,0.75,1,0.75,0.833333333333333,0.818181818181818,0.636363636363636,1
"stu_85b11369db.1",0.75,1,1,1,1,0.75,1,1,0.666666666666667,0.75,1,0.875,0.666666666666667,1,1,0.75,0.875,1,1
"stu_15e76e3ad2.2",1,1,1,0.833333333333333,0.8,0.727272727272727,0.8,1,0.75,1,1,0.818181818181818,0.6,1,1,1,0.818181818181818,0.818181818181818,0.8
"stu_4ee9c1f341.2",0.75,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.5,1,1,1,1,1,1
"stu_f50fe1fe18.5",0.75,0.857142857142857,1,1,0.857142857142857,1,1,0.5,1,0.857142857142857,1,0.9,0.428571428571429,1,1,0.75,0.909090909090909,0.909090909090909,0.428571428571429
"stu_115e61cf31",0.5,0,1,0.666666666666667,1,0.75,0.333333333333333,1,0.75,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,1,0.8,0.933333333333333,0.866666666666667,0.444444444444444
"stu_90806578c5.3",1,1,1,1,1,1,0.5,1,0.5,0.666666666666667,0.5,1,0,1,1,1,1,0.166666666666667,0.5
"stu_3016358629.1",1,0.714285714285714,1,1,0.888888888888889,1,0.6,1,0.5,0.833333333333333,0.875,0.928571428571429,0.0833333333333333,1,0.666666666666667,0.5,1,1,0.857142857142857
"stu_b195478ffc",1,0.75,1,1,0.8,1,1,1,0.5,0.833333333333333,0.909090909090909,0.714285714285714,0.5,1,1,0.9,0.75,0.214285714285714,0.8
"stu_cbebae2871.1",1,1,1,1,1,0.916666666666667,0.833333333333333,1,0.666666666666667,1,1,0.916666666666667,0.4,0.666666666666667,1,0.833333333333333,1,0.727272727272727,0.5
"stu_c2d363419e.1",1,0.75,1,0.666666666666667,1,0.666666666666667,0.5,1,1,1,0.5,0.833333333333333,1,1,1,1,1,0.8,0.5
"stu_a314e2cc1c.1",1,0.5,1,1,1,1,1,1,1,0.75,1,1,0.666666666666667,1,1,0.75,1,1,0.75
"stu_4ee9c1f341.3",0.75,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.5,1,1,1,1,1,1
"stu_b6f5add08d",0.9,0.833333333333333,1,0.777777777777778,1,1,0.714285714285714,0.6,1,0.833333333333333,0.875,0.9375,0.5,0.75,1,0.555555555555556,0.875,0.75,1
"stu_d598a26484.4",0.8,0.8,1,0.875,0.75,0.846153846153846,0.5,0.5,0.75,0.888888888888889,0.6,0.6,0.5,1,0.666666666666667,0.8,0.875,0.875,0.454545454545455
"stu_521f3cfad5.2",1,0.666666666666667,1,1,0.888888888888889,0.923076923076923,0.875,1,1,1,1,0.846153846153846,0.833333333333333,1,1,0.875,1,1,0.857142857142857
"stu_c0f3f26da3.6",1,0.625,1,1,0.857142857142857,0.9375,0.5,1,1,0.888888888888889,0.857142857142857,1,0.285714285714286,1,0.4,0.857142857142857,0.733333333333333,0.666666666666667,0.857142857142857
"stu_90806578c5.4",1,1,1,1,1,1,0.5,1,0.5,0.666666666666667,0.5,1,0,1,1,1,1,0.166666666666667,0.5
"stu_a3eaea786f.1",0.75,0.857142857142857,1,1,1,0.923076923076923,0.714285714285714,1,0.666666666666667,0.857142857142857,0.857142857142857,0.666666666666667,0.333333333333333,0.5,1,0.714285714285714,1,1,0.75
"stu_9637f66b44.3",0.75,0.875,1,1,1,0.933333333333333,0.714285714285714,1,1,1,0.875,0.875,0.666666666666667,1,0.8,0.857142857142857,0.933333333333333,0.866666666666667,0.625
"stu_e1ec369fe5.3",1,1,1,1,1,1,1,1,0.5,0.666666666666667,0.75,0.666666666666667,0.333333333333333,1,1,0.75,0.857142857142857,0.428571428571429,1
"stu_ba77dff6c8.1",0.875,1,1,1,0.888888888888889,0.714285714285714,0.555555555555556,1,0.75,0.666666666666667,0.857142857142857,0.705882352941177,0.666666666666667,1,1,0.714285714285714,0.882352941176471,0.705882352941177,0.875
"stu_e01fc73f16.1",1,0.8,1,1,1,1,0.75,1,0.666666666666667,0.6,1,0.888888888888889,0.5,1,1,1,0.888888888888889,0.777777777777778,0.8
"stu_87608f15bd.3",0.9,1,1,1,1,0.9375,0.666666666666667,1,0.8,0.666666666666667,0.666666666666667,1,1,0.75,1,0.8,1,0.933333333333333,0.8
"stu_47459ef192.2",1,1,1,1,1,1,0.833333333333333,1,0.8,0.833333333333333,0.888888888888889,0.875,0.6,0.75,0.75,0.9,1,0.933333333333333,1
"stu_8ebb688310.1",0.25,1,1,1,1,0.833333333333333,0.666666666666667,0.5,0,0.666666666666667,0.75,0.333333333333333,0.333333333333333,1,1,0.666666666666667,1,1,0.666666666666667
"stu_f8871391bb.1",1,0.8,1,1,0.8,1,1,1,0.571428571428571,1,1,0.866666666666667,0.6,0.666666666666667,0.714285714285714,0.444444444444444,1,0.933333333333333,0.8
"stu_0bf9d9ebc9.4",1,0.8,1,1,1,1,0.333333333333333,1,0.5,0.8,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1
"stu_c9f1568136",0.833333333333333,0.875,1,1,0.75,0.928571428571429,1,0.6,0.8,0.7,1,0.8125,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.9375,0.9375,0.625
"stu_6b01d7cd92",0.666666666666667,1,1,0.833333333333333,1,1,1,1,1,1,1,0.888888888888889,0.5,0.5,1,0.833333333333333,1,1,1
"stu_b9c50f7b5a",1,0.9,1,1,1,1,0.777777777777778,1,0.6,1,1,1,0.25,1,0.666666666666667,0.833333333333333,0.9375,0.6875,0.8
"stu_50b684abc2.3",1,1,1,1,1,1,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.666666666666667,0.8,0.5,0.6
"stu_acf0042ee1.2",0.5,0.7,1,0.9,1,0.875,0.833333333333333,1,0.571428571428571,0.5,0.5,0.733333333333333,0.5,1,0.444444444444444,0.666666666666667,0.875,1,0.9
"stu_bf06535aaf.3",0.777777777777778,1,1,0.888888888888889,0.857142857142857,1,0.714285714285714,1,0.75,0.857142857142857,0.777777777777778,0.785714285714286,0.285714285714286,0.75,1,0.777777777777778,0.9375,0.6875,0.714285714285714
"stu_4b3e5c0bd2.3",0.25,1,1,1,1,0.714285714285714,0.75,1,0.666666666666667,0.666666666666667,0.5,0.272727272727273,0,0,1,0.2,1,0.571428571428571,0
"stu_1aca15a076.1",0.777777777777778,1,1,0.9,1,0.875,0.714285714285714,1,0.714285714285714,0.857142857142857,1,0.9375,0.285714285714286,0.666666666666667,0.333333333333333,0.4,1,0.823529411764706,0.833333333333333
"stu_1846b74ba8.4",0.666666666666667,0.4,1,0.909090909090909,1,0.857142857142857,1,1,0.833333333333333,0.857142857142857,0.857142857142857,0.764705882352941,0.5,0.75,0.666666666666667,0.714285714285714,1,0.882352941176471,0.8
"stu_8cfa98575f.3",0.875,1,1,1,1,1,1,0.8,1,1,0.75,1,1,1,0.8,0.875,1,1,0.833333333333333
"stu_4e966cc735.4",1,0.875,1,1,0.833333333333333,0.875,0.571428571428571,1,1,0.666666666666667,0.714285714285714,0.9375,0.5,1,0.75,0.714285714285714,0.941176470588235,0.6,0.888888888888889
"stu_8ac43157b5.3",1,1,1,1,1,1,0.75,0.75,1,1,0.857142857142857,1,1,1,0.75,0.857142857142857,0.75,1,0.8
"stu_5515357b4c.2",1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.8,1,1,1,0.909090909090909,1,0.666666666666667
"stu_47459ef192.3",1,1,1,1,1,1,0.833333333333333,1,0.8,0.833333333333333,0.888888888888889,0.875,0.6,0.75,0.75,0.9,1,0.933333333333333,1
"stu_744c668d3d.5",1,1,1,1,1,0.857142857142857,0.666666666666667,1,0.5,1,1,1,0.333333333333333,1,1,0.5,1,0.857142857142857,1
"stu_47800817e8.1",1,1,1,1,0.666666666666667,0.875,0.333333333333333,1,0.5,0.8,1,0.75,0.666666666666667,1,0.8,1,0.888888888888889,0.9,0.75
"stu_29964c1ba0",0.75,1,1,0.571428571428571,0.777777777777778,0.933333333333333,0.444444444444444,1,1,0.75,0.833333333333333,0.9375,0.666666666666667,0.75,1,0.714285714285714,0.764705882352941,0.705882352941177,0.875
"stu_54b8b64b1c.2",1,1,1,1,1,0.818181818181818,0.8,1,0.666666666666667,0.833333333333333,0.75,1,0.5,1,1,0.75,0.909090909090909,0.727272727272727,1
"stu_836edcbeae.3",0.666666666666667,0.5,1,1,1,0.727272727272727,0.6,1,1,0.5,0.75,0.384615384615385,0.75,0.666666666666667,1,0.875,0.875,0.8125,1
"stu_fb70316a4a.1",0.8,0.833333333333333,1,1,1,0.882352941176471,0.8,1,0.833333333333333,0.666666666666667,0.5,0.875,0.6,0.75,0.571428571428571,0.8,0.9375,0.9375,0.666666666666667
"stu_389767f8de.1",1,1,1,1,0.909090909090909,1,0.8,1,0.75,0.75,1,0.882352941176471,0.333333333333333,1,0.8,0.75,0.941176470588235,0.941176470588235,0.75
"stu_083e1be72b",0.6,1,1,1,1,0.888888888888889,0.8,1,1,1,1,0.666666666666667,0.6,1,0.666666666666667,0.4,0.9,1,0.6
"stu_66ba3961fb.4",1,0.75,1,0.857142857142857,0.777777777777778,1,0.888888888888889,0.75,1,0.875,0.833333333333333,0.866666666666667,0.375,1,1,0.833333333333333,0.8125,0.9375,0.875
"stu_9b2e6ad6d5.1",1,1,1,1,1,0.857142857142857,0.75,0.571428571428571,1,0.8,0.7,0.454545454545455,0.75,0.428571428571429,1,0.5,0.8,0.928571428571429,0.666666666666667
"stu_9bef574101.2",1,0.8,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0.833333333333333
"stu_af54619d32.1",0.75,0.8,1,1,0.888888888888889,0.8,0.857142857142857,1,0.8,0.666666666666667,0.714285714285714,0.466666666666667,0.333333333333333,0.5,0.666666666666667,0.833333333333333,0.8125,0.8125,0.888888888888889
"stu_8b0c69395d.1",1,1,1,1,1,1,0.5,1,1,0.75,1,0.75,0,0.5,1,1,0.8,0.75,0.333333333333333
"stu_2a4aa6e250.1",1,1,1,1,1,0.714285714285714,0.8,1,1,1,1,0.625,0.5,1,1,1,0.714285714285714,0.571428571428571,0.333333333333333
"stu_5bc293b226.1",0.666666666666667,0.714285714285714,1,1,1,0.944444444444444,0.9,1,0.75,0.857142857142857,0.9,0.65,0.363636363636364,1,1,0.818181818181818,0.941176470588235,0.823529411764706,1
"stu_dd767411eb.1",0.666666666666667,1,1,1,1,0.933333333333333,0.714285714285714,1,0.75,0.833333333333333,1,0.866666666666667,0.571428571428571,1,0.6,0.777777777777778,0.933333333333333,1,0.8
"stu_5a27d69711.3",0.888888888888889,1,1,1,1,1,0.833333333333333,0.8,1,1,1,1,0.8,0.8,0.8,1,0.875,0.5625,1
"stu_ae09b016ab.1",0.428571428571429,0.75,1,1,0.857142857142857,1,0.75,1,0.333333333333333,1,1,0.666666666666667,0.5,1,0.833333333333333,0.7,0.875,0.866666666666667,1
"stu_c03e1a19c7.2",0.833333333333333,0.5,1,1,1,0.928571428571429,1,1,0.75,0.875,1,1,0.571428571428571,1,1,0.833333333333333,0.928571428571429,0.928571428571429,0.875
"stu_23918ee688",1,0.8,1,1,0.8,1,1,1,1,1,1,0.846153846153846,0.5,0.666666666666667,0.4,0.875,1,0.923076923076923,0.6
"stu_39ce1048cf.1",1,1,1,1,1,1,1,1,1,0.833333333333333,0.8,1,1,1,1,0.8,0.909090909090909,1,1
"stu_b1591c7c87.3",1,0.833333333333333,1,1,1,0.916666666666667,0.8,1,1,0.833333333333333,1,0.916666666666667,0.4,0.5,1,0.833333333333333,0.9,1,0.666666666666667
"stu_9637f66b44.4",0.75,0.875,1,1,1,0.933333333333333,0.714285714285714,1,1,1,0.875,0.875,0.666666666666667,1,0.8,0.857142857142857,0.933333333333333,0.866666666666667,0.625
"stu_15fb68f19d.2",0.5,1,1,0.714285714285714,1,0.888888888888889,1,1,1,0.5,1,0.888888888888889,0.25,0.25,1,0.714285714285714,0.909090909090909,0.909090909090909,0.75
"stu_78be38398e.2",0.75,1,1,1,1,0.75,0.714285714285714,1,0.666666666666667,1,0.714285714285714,1,0.333333333333333,0.666666666666667,1,0.714285714285714,0.923076923076923,0.923076923076923,0.833333333333333
"stu_6432f210b5.3",0.75,1,1,0.888888888888889,1,0.5,0.5,0.4,1,0.4,0.666666666666667,0.818181818181818,0.25,0.6,1,1,0.846153846153846,0.538461538461538,0.428571428571429
"stu_b664ec1b9d.1",0.857142857142857,0.875,1,1,0.857142857142857,0.714285714285714,0.714285714285714,0.8,1,0.857142857142857,1,0.764705882352941,0.833333333333333,1,0.8,0.777777777777778,1,0.823529411764706,0.875
"stu_99a6c81b9c.2",0.875,1,1,1,1,1,1,1,1,1,1,1,0.6,1,0.75,0.875,1,1,0.75
"stu_e2f6616046.2",0.909090909090909,0.8,1,0.833333333333333,0.777777777777778,0.875,0.777777777777778,1,1,0.8,1,0.8,0.555555555555556,1,0.5,0.181818181818182,1,0.8125,0.4
"stu_fe9e5791b5.4",1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.5,1,0.666666666666667,1,1,0.333333333333333
"stu_01a76fb5ea.1",1,1,1,1,0.833333333333333,0.923076923076923,1,1,0.8,1,0.666666666666667,0.8,0.666666666666667,1,0.8,0.75,1,0.866666666666667,0.666666666666667
"stu_1953c03679.1",1,1,1,0.75,1,1,0.5,0.5,1,0.75,1,0.833333333333333,0.5,1,1,1,1,0.833333333333333,0.5
"stu_70b3abd5df",0.857142857142857,0.9,1,1,1,0.9375,0.4,1,1,0.666666666666667,1,0.941176470588235,0.333333333333333,0.666666666666667,0.6,1,0.941176470588235,0.941176470588235,0.6
"stu_ea6d2588e5.4",0.5,0.444444444444444,1,1,0.833333333333333,0.8125,0.666666666666667,1,0.857142857142857,0.625,0.5,0.5625,0.666666666666667,1,0.571428571428571,1,1,0.9375,0.5
"stu_acf0042ee1.3",0.5,0.7,1,0.9,1,0.875,0.833333333333333,1,0.571428571428571,0.5,0.5,0.733333333333333,0.5,1,0.444444444444444,0.666666666666667,0.875,1,0.9
"stu_cf8aa6b92b.3",0.75,1,1,1,1,0.777777777777778,0.5,1,0.666666666666667,0.8,1,1,0.666666666666667,1,1,1,0.666666666666667,0.777777777777778,0.6
"stu_f0e102db86.2",1,0.875,1,1,1,1,0.888888888888889,1,1,1,0.777777777777778,0.764705882352941,0.333333333333333,0.8,1,0.888888888888889,0.941176470588235,0.882352941176471,0.875
"stu_fe427ac7d7.2",1,1,1,1,1,0.928571428571429,1,1,1,0.9,1,1,0.666666666666667,1,0.8,1,1,0.785714285714286,0.545454545454545
"stu_9725bc0b28.1",0.8,1,1,1,0.8,0.9,0.8,1,0.25,1,1,1,0.333333333333333,1,1,0.6,0.9,0.9,0.6
"stu_4330a83d62.2",1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,0.75
"stu_961ef41791.1",0.571428571428571,0.6,1,1,1,0.75,0.8,1,0.666666666666667,1,0.9,0.666666666666667,1,0.75,0.6,0.6,0.875,0.8125,0.666666666666667
"stu_6df4e5eaad.1",1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.8,1,1,1
"stu_073efaba98",1,0.8,1,1,0.8,1,0.8,1,1,1,1,0.923076923076923,0.6,0.8,1,1,0.923076923076923,0.692307692307692,1
"stu_9864e2d9c9.4",0.833333333333333,0.666666666666667,1,1,1,0.4,0.666666666666667,1,0.5,0.666666666666667,0.833333333333333,0.777777777777778,1,0.666666666666667,1,0.8,1,0.888888888888889,1
"stu_150ff4ff4e.2",1,0.625,1,1,1,1,0.714285714285714,0.75,0.8,0.857142857142857,0.75,0.6875,0.5,1,1,1,1,0.875,0.75
"stu_cf4625acc4.3",0.625,0.8,1,1,1,0.916666666666667,0.75,1,0.5,1,0.888888888888889,0.6875,0.5,1,1,0.888888888888889,0.9375,0.8125,1
"stu_c79b480b96.1",1,0.833333333333333,1,1,1,0.916666666666667,1,1,0.75,1,0.875,0.846153846153846,0.75,1,1,0.625,0.928571428571429,0.857142857142857,0.833333333333333
"stu_0270bc5e1a.2",1,1,1,1,1,1,0.75,1,1,1,1,0.666666666666667,0.25,1,1,0.666666666666667,1,1,0.666666666666667
"stu_2e04564bd7",1,0.875,1,1,0.888888888888889,1,0.285714285714286,1,0.666666666666667,0.7,1,0.785714285714286,0,1,0.333333333333333,1,0.785714285714286,0.583333333333333,0.4
"stu_34cc169953.6",1,1,1,1,1,1,1,1,0.333333333333333,0.75,1,0.714285714285714,1,1,0.666666666666667,0.666666666666667,0.857142857142857,1,1
"stu_e7c6cbb9ad",1,0.6,1,1,1,1,0.8,1,0.75,0.6,0.8,0.9,0.6,0.666666666666667,0.666666666666667,0.857142857142857,1,1,0.8
"stu_c3ad58997f.2",0,0,1,1,1,0.666666666666667,0.25,1,0,1,0.25,0.333333333333333,0,0.5,1,1,0.875,0.8,1
"stu_69afd07587.3",0.8,1,1,0.833333333333333,0.75,0.9,0.6,1,1,1,1,0.7,0.25,1,1,1,0.8,1,0.5
"stu_0888e35206.3",0.5,0.666666666666667,1,1,1,0.8,1,0.5,1,1,0.75,0.285714285714286,0,1,1,0.5,0.714285714285714,0.5,1
"stu_355d79e2db.3",0.714285714285714,0.714285714285714,1,0.818181818181818,1,0.928571428571429,1,0.833333333333333,0.6,1,1,0.928571428571429,1,0.5,0.8,0.571428571428571,1,0.928571428571429,1
"stu_7325f28f5b.4",1,1,1,1,0.75,0.888888888888889,0.75,1,1,0.75,0.75,1,1,1,1,0.6,1,0.888888888888889,1
"stu_3d258dff67.1",1,1,1,0.5,0.666666666666667,0.75,0.333333333333333,1,1,1,1,0.4,0.333333333333333,1,1,1,1,1,0.333333333333333
"stu_38f92118d2.3",0.545454545454545,0.75,1,1,0.777777777777778,0.466666666666667,0.444444444444444,1,0.4,0.75,0.75,0.388888888888889,0.428571428571429,1,0.8,0.75,0.9375,0.75,0.75
"stu_6ec511d6be.2",0.875,1,1,1,1,0.916666666666667,1,0.75,0.8,1,1,0.916666666666667,1,1,0.8,0.875,1,1,1
"stu_39a6dee4a5.2",1,1,1,1,0.833333333333333,1,0.833333333333333,0.75,0.857142857142857,1,0.75,1,0.666666666666667,1,0.571428571428571,0.857142857142857,1,0.882352941176471,0.9
"stu_104a94ac41.2",0.8,0.7,1,0.75,1,1,0.75,0.666666666666667,0.8,1,1,0.866666666666667,0.333333333333333,1,0.4,0.8,0.6875,0.625,1
"stu_33bbb3cc50.2",0.75,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.75,1,0,1,1,0.5,0.714285714285714,0.857142857142857,0.666666666666667
"stu_33bbb3cc50.3",0.75,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.75,1,0,1,1,0.5,0.714285714285714,0.857142857142857,0.666666666666667
"stu_81991bb530.2",0.666666666666667,1,1,1,1,0.666666666666667,0.6,1,0.6,0.833333333333333,0.833333333333333,0.666666666666667,0.4,1,0.5,0.833333333333333,0.916666666666667,0.833333333333333,0.5
"stu_093a40046f.1",0.857142857142857,1,1,1,1,1,0.777777777777778,0.75,0.666666666666667,0.8,1,0.692307692307692,1,0.75,1,0.125,0.875,0.733333333333333,0.8
"stu_9725bc0b28.2",0.8,1,1,1,0.8,0.9,0.8,1,0.25,1,1,1,0.333333333333333,1,1,0.6,0.9,0.9,0.6
"stu_babab666e9",1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.916666666666667,0.666666666666667,1,1,1,1,0.916666666666667,1
"stu_73d3fd0787.1",0.75,0.625,1,1,1,1,0.909090909090909,1,1,0.8,1,0.5625,0.2,1,1,1,0.9375,0.714285714285714,0.454545454545455
"stu_a50690c3e8.5",0.833333333333333,0.888888888888889,1,1,0.833333333333333,0.866666666666667,1,1,0.833333333333333,0.888888888888889,1,0.857142857142857,0.666666666666667,1,0.714285714285714,0.833333333333333,0.933333333333333,0.933333333333333,0.777777777777778
"stu_a94538a92b.2",0.333333333333333,1,1,0.888888888888889,0.75,0.666666666666667,1,1,0.25,0.333333333333333,0.555555555555556,0.333333333333333,0.5,0.5,1,0.444444444444444,0.846153846153846,0.583333333333333,0.666666666666667
"stu_60a622f686.2",1,0.666666666666667,1,0.75,0.714285714285714,0.9,0.857142857142857,1,1,0.714285714285714,1,0.9,0.125,1,0.5,0.666666666666667,1,0.818181818181818,0.833333333333333
"stu_ff2b4010d4.1",1,0.7,1,1,1,1,0.8,0.75,0.571428571428571,1,0.714285714285714,0.941176470588235,0.75,1,0.5,0.714285714285714,0.933333333333333,0.875,0.5
"stu_f8b679bd11.3",1,0.875,1,1,0.875,0.875,1,1,0.6,0.888888888888889,0.857142857142857,0.9375,0.5,1,0.8,0.857142857142857,0.666666666666667,0.666666666666667,0.777777777777778
"stu_a662c6e0fd.2",1,0.6,1,0.666666666666667,1,0.875,0.5,1,0.75,0.714285714285714,1,0.636363636363636,0.333333333333333,1,0.666666666666667,0.2,0.777777777777778,0.666666666666667,0.571428571428571
"stu_8a7f1f00a5.1",0.875,0.875,1,1,1,0.9375,1,1,1,0.75,0.75,0.9375,0.428571428571429,0.75,0.75,0.75,0.875,0.9375,0.75
"stu_5590a14911.2",1,1,1,1,1,1,0.75,1,0.8,0.666666666666667,0.571428571428571,0.75,1,1,0.666666666666667,1,0.75,0.25,0.666666666666667
"stu_2f63f29700.2",1,0.857142857142857,1,1,1,0.692307692307692,0.75,0.666666666666667,1,0.666666666666667,1,0.642857142857143,0.5,0.714285714285714,1,0.875,1,0.823529411764706,0.857142857142857
"stu_3afd9eba45",1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,0.8,1,0.75,1,1,1,0.857142857142857
"stu_a48233bcd9.3",1,0.7,1,0.923076923076923,1,0.857142857142857,1,0.75,0.625,1,0.8,0.8,1,1,0.428571428571429,0.166666666666667,1,0.933333333333333,0.2
"stu_e50e7dcd46",1,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,1,1,0.5,1,1,0.5,1,0.8,1
"stu_0347df5185.1",0.833333333333333,1,1,1,1,0.8,0.714285714285714,1,0.8,0.8,0.888888888888889,0.857142857142857,0.714285714285714,1,1,1,1,1,0.6
"stu_5f37f60dae",0.666666666666667,0.777777777777778,1,1,1,0.9375,1,1,0.9,0.636363636363636,0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.272727272727273,0.571428571428571,0.882352941176471,0.764705882352941,0.545454545454545
"stu_cb1d28bc7a.2",0.333333333333333,0.5,1,1,1,0.571428571428571,0.666666666666667,1,0.5,0.75,0.333333333333333,0.857142857142857,0,0.5,1,0.666666666666667,0.857142857142857,0.857142857142857,0.25
"stu_266870c2f6.2",1,0.9,1,1,0.833333333333333,0.933333333333333,0.833333333333333,0.75,0.833333333333333,0.5,0.833333333333333,0.8125,0.8,1,0.8,0.666666666666667,0.875,0.933333333333333,0.888888888888889
"stu_32d8c0679c.4",0.857142857142857,1,1,0.857142857142857,0.8,0.916666666666667,0.666666666666667,0.75,1,1,0.857142857142857,0.833333333333333,0.6,1,1,0.833333333333333,0.833333333333333,0.583333333333333,1
"stu_8f8740205e.1",0.888888888888889,0.625,1,1,0.857142857142857,0.933333333333333,0.428571428571429,0.857142857142857,1,1,0.75,0.8,0.428571428571429,0.285714285714286,1,1,1,0.866666666666667,0.666666666666667
"stu_c8d4a59dd0",0.8,0.666666666666667,1,1,1,1,0.444444444444444,1,1,0.888888888888889,1,0.714285714285714,0.375,1,1,0.6,1,0.733333333333333,0.444444444444444
"stu_3df9bca95a",0.8,1,1,1,1,0.9375,0.8,0.714285714285714,0.8,0.636363636363636,0.5,0.833333333333333,0.6,0.666666666666667,0.6,0.833333333333333,1,0.882352941176471,0.545454545454545
"stu_4747c1ddef.6",0.428571428571429,0.666666666666667,1,1,0.857142857142857,0.769230769230769,0.666666666666667,1,0.6,1,0.875,0.769230769230769,0.5,1,0.666666666666667,0.857142857142857,1,1,1
"stu_47daa30991.1",0.857142857142857,0.833333333333333,1,1,1,1,0.833333333333333,1,0.6,0.833333333333333,1,0.384615384615385,1,0.666666666666667,0.714285714285714,0.833333333333333,0.9375,0.9375,1
"stu_59e3611d77.1",1,0.714285714285714,1,1,1,0.909090909090909,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.733333333333333,0.666666666666667,1,0.5,1,1,0.6875,0.625
"stu_55777466b4",1,0.666666666666667,1,1,1,0.333333333333333,1,1,1,0.666666666666667,1,0.571428571428571,0.5,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1
"stu_39a181dbc0",1,0.75,1,1,1,1,0.5,0.6,0.5,0.666666666666667,0.833333333333333,0.583333333333333,0.333333333333333,1,0.8,1,1,0.857142857142857,0.875
"stu_5ab235750c.3",0.666666666666667,0.666666666666667,1,0.916666666666667,1,0.909090909090909,0.666666666666667,0.428571428571429,0.4,1,0.75,0.733333333333333,0.666666666666667,0.428571428571429,0.75,0.428571428571429,0.9375,0.866666666666667,0.5
"stu_7e75e17500",0.875,0.857142857142857,1,1,1,0.888888888888889,0.714285714285714,0.25,1,1,0.833333333333333,0.571428571428571,0.285714285714286,1,1,0.75,1,0.857142857142857,0.666666666666667
"stu_122b141042.1",1,0.8,1,1,1,1,1,0.75,0.75,0.8,0.7,0.933333333333333,0.6,1,0.75,0.6,1,0.866666666666667,0.8
"stu_cc28123425.6",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1
"stu_549733388e.2",0.666666666666667,0.666666666666667,1,1,1,1,0.75,1,1,1,1,1,0.5,1,1,1,0.666666666666667,0.8,1
"stu_fdc4ba28d7.4",0.875,1,1,1,1,0.923076923076923,0.6,1,1,1,1,0.769230769230769,1,0.5,1,0.714285714285714,1,0.769230769230769,1
"stu_4cc78f9727",0.714285714285714,0.666666666666667,1,1,1,0.8,1,0.5,0.8,0.777777777777778,0.875,0.611111111111111,0.333333333333333,0.666666666666667,0.5,1,1,1,0.666666666666667
"stu_2c2c3f440b.4",1,0.8,1,1,1,1,1,1,0.75,0.857142857142857,1,0.714285714285714,0.4,1,0.75,0.5,0.928571428571429,0.642857142857143,0.428571428571429
"stu_55fbad668e",1,0.9,1,0.916666666666667,1,1,1,0.833333333333333,0.571428571428571,0.3,0.8,0.866666666666667,0.666666666666667,0.4,0.285714285714286,0.8,1,0.933333333333333,0.8
"stu_6675efbb04.1",1,0.909090909090909,1,1,1,1,0.75,0.75,1,1,0.8,0.875,0.5,1,0.75,1,1,1,0.909090909090909
"stu_e70c883eab",1,0.75,1,1,1,0.866666666666667,0.75,1,1,1,0.666666666666667,0.769230769230769,0.5,0.666666666666667,0.4,0.833333333333333,0.9375,0.6875,0.8
"stu_c4685a282b.1",0.666666666666667,1,1,0.75,1,1,0.636363636363636,1,0.5,0.833333333333333,1,0.785714285714286,0.142857142857143,1,1,0.571428571428571,1,0.857142857142857,1
