"","Calculate.decimal.from.given.improper.fraction","Calculate.decimal.from.given.mixed.number","Calculate.decimal.from.given.percent","Calculate.improper.fraction.from.given.decimal","Calculate.improper.fraction.from.given.mixed.number","Calculate.improper.fraction.from.given.percent","Calculate.numerator.of.mixed.number.from.given.decimal","Calculate.numerator.of.mixed.number.from.given.improper.fraction","Calculate.numerator.of.mixed.number.from.given.model","Calculate.numerator.of.mixed.number.from.given.percent","Calculate.percent.from.given.decimal","Calculate.percent.from.given.improper.fraction","Calculate.percent.from.given.mixed.number","Calculate.whole.number.part.of.mixed.number.from.given.decimal","Calculate.whole.number.part.of.mixed.number.from.given.improper.fraction","Calculate.whole.number.part.of.mixed.number.from.given.model","Calculate.whole.number.part.of.mixed.number.from.given.percent","Enter.decimal.from.given.model","Enter.given.decimal","Enter.given.improper.fraction","Enter.given.percent","Enter.improper.fraction.from.given.model","Enter.numerator.of.given.mixed.number","Enter.percent.from.given.model","Enter.whole.number.part.of.given.mixed.number","Identify.that.a.mixed.number.can.cannot.be.simplified","Identify.that.an.improper.fraction.can.cannot.be.simplified"
"stu_c81e7ef5da",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.875
"stu_1b3ed91203.1",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,1
"stu_21d53da9d8.3",1,1,1,0.625,1,1,1,1,1,1,0.75,0.75,1,0.875,1,1,1,1,0.875,1,1,0.666666666666667,1,0.75,1,0.55,0.6
"stu_209d64a834.1",1,1,1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.8,1,1,1,1,1,1,0.6,1,1,1,0.8,0.666666666666667,1,1,1,1
"stu_a98a8ecff5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_90b2041cde.2",1,0.75,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.6,1,1,1,1,0.75,1,1,1
"stu_0737cd750a.1",1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.6,0.75,1,1,1,1,1,1,1,0.916666666666667
"stu_99f3f00d78",0.75,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,1
"stu_f385ee5be9",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.818181818181818,0.909090909090909
"stu_c276a4d5d2.2",1,0.714285714285714,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.909090909090909
"stu_6ac75a294c.1",1,0.7,1,1,0.714285714285714,1,1,1,1,0.75,1,0.75,0.8,1,1,1,1,1,0.666666666666667,1,1,1,0.9,1,1,0.857142857142857,0.80952380952381
"stu_df34df5dad.3",1,1,1,0.8,1,1,1,1,1,0.833333333333333,0.6,0.75,1,1,1,1,0.888888888888889,1,1,1,0.888888888888889,1,1,0.75,1,0.869565217391304,0.826086956521739
"stu_2d9a387984.1",0.75,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.846153846153846
"stu_287d707b33.1",0.666666666666667,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.8,1,1,1,0.928571428571429,0.571428571428571
"stu_ea49cd6f86.5",1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777777777778
"stu_23dcc5199a.1",1,1,1,1,0.6,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,0.5,0.714285714285714,1,1,0.857142857142857,0.642857142857143
"stu_a3eaea786f.2",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,0.75,1,0.75,1,1,0.928571428571429
"stu_ab2cb0c613.1",1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.956521739130435
"stu_389a4f9958.4",1,1,0.6,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0.571428571428571,1,1,1,0.857142857142857,1,1,1,0.933333333333333,0.866666666666667
"stu_110bffc6fb.2",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.533333333333333
"stu_8ffc307211",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1
"stu_8f891a6abc.2",1,1,0.8,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889
"stu_9d3f063d8d.1",1,1,1,0.75,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_05ea14fe6a.4",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_2d477cd81c.1",1,0.875,1,1,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.95,0.95
"stu_ddf73db3fd.3",1,1,1,0.8,0.666666666666667,1,1,1,0.625,1,0.666666666666667,1,1,1,1,0.625,1,0.571428571428571,1,0.666666666666667,1,0.875,1,0.875,1,0.846153846153846,0.692307692307692
"stu_39f1ddf7a9",1,1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.7
"stu_2d9a387984.2",0.75,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.846153846153846
"stu_0d7ceb5462",1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1
"stu_73acbcb079.2",1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.833333333333333,1,1,1,1,1,0.923076923076923
"stu_552b295fa5",1,0.75,1,0.75,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,0.909090909090909
"stu_0fac44274f.1",1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,0.833333333333333,1,1,1,1,0.875,1,1,1,1,1,1,1,1
"stu_33cedc75a7.1",1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,0.9,0.6
"stu_acd336695b.2",0.75,1,1,0.375,0.666666666666667,1,0.857142857142857,0.8,0.833333333333333,1,0.625,1,1,1,0.8,0.777777777777778,1,1,1,1,1,0.833333333333333,1,1,1,0.961538461538462,0.807692307692308
"stu_65b8ef74ef",0.5,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.5,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1
"stu_5358ad2e70.1",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_73d33afa76.1",1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_e59672bf35.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_a27ef03c3c.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1
"stu_a0011de240.4",1,1,0.6,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_a48233bcd9.1",1,1,0.666666666666667,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.75,1,0.75,1,1,0.894736842105263
"stu_60d4b84491.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_c5af77de66.1",0.6,1,1,1,1,0.75,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.823529411764706,0.722222222222222
"stu_55bdd88fce",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1
"stu_11759e33e0.2",1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.857142857142857,0.714285714285714
"stu_c26f20b32f.1",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_6ba3f78406.1",0.75,0.833333333333333,1,1,0.666666666666667,1,1,0.75,1,0.833333333333333,1,0.75,0.666666666666667,0.75,1,1,0.666666666666667,1,0.75,0.75,0.833333333333333,1,0.666666666666667,1,0.833333333333333,0.952380952380952,0.952380952380952
"stu_e8dda3025d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1
"stu_94955ebb2b",1,1,1,0.666666666666667,0.8,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,0.8,1,1,0.615384615384615,0.384615384615385
"stu_d0c119ebb2.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_983307e73b.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.8,1,1,1,0.923076923076923,1
"stu_2d9a387984.3",0.75,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.846153846153846
"stu_f11b9b182a.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_c20e0b0164.1",1,1,0.75,0.75,1,0.75,1,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.909090909090909,0.909090909090909
"stu_6535bee2b9.1",0.8,1,0.75,0.75,1,1,1,1,1,1,1,0.875,1,0.75,0.875,1,1,1,0.75,1,1,1,0.625,1,1,0.730769230769231,0.730769230769231
"stu_d91a617dc3.2",0.888888888888889,1,1,1,1,1,1,0.857142857142857,1,1,1,0.818181818181818,1,1,0.909090909090909,1,1,0.75,0.75,0.909090909090909,1,1,1,1,1,0.916666666666667,1
"stu_a1eab2b1dc.1",1,1,0.75,0.75,0.333333333333333,1,0.75,1,0.75,1,1,0.75,1,1,1,0.75,1,1,1,1,0.75,0.75,0.666666666666667,1,1,0.631578947368421,0.631578947368421
"stu_7c8792abcd.4",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.875
"stu_4eb894e552.1",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.8,1,1,1,1,1
"stu_8f02e38ec0.1",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75
"stu_90b66d0c26.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_9864e2d9c9.1",1,0.75,0.75,1,0.714285714285714,0.75,1,1,1,1,1,1,0.875,1,1,1,0.75,1,1,1,1,1,1,1,1,0.866666666666667,0.8
"stu_88e542a515.1",1,1,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_9725bc0b28",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667
"stu_95b8bb62a5.2",0.571428571428571,1,1,1,1,1,1,0.857142857142857,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_7fe8341f90.1",1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333
"stu_3556786d11.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_06a39ce050.3",1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1
"stu_7fbdb8fead",1,1,0.8,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,1,0.785714285714286,0.571428571428571
"stu_122b141042.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1
"stu_101f15ce34.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,0.866666666666667,0.6
"stu_64e73c7177.3",0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.8,1,1,1,1,1,0.857142857142857,0.928571428571429
"stu_8737d4c1ee",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1
"stu_3c3e0c1dc6.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_dea885e966",1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_22c474a6a4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6e7435f138.1",0.8,1,1,1,1,1,1,1,1,1,0.75,0.8,1,1,1,1,1,1,1,0.666666666666667,0.75,1,1,1,1,1,0.625
"stu_64e73c7177.4",0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.8,1,1,1,1,1,0.857142857142857,0.928571428571429
"stu_cc5fa3e3f8.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75
"stu_e141f11a64.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.818181818181818,1
"stu_c1ccc626b7.2",0.6,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_5b53806af5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_8ee0bd08fd.2",1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.846153846153846,0.846153846153846
"stu_a781da86f3.3",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_65974fac1e.3",1,1,1,1,0.4,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.909090909090909,0.818181818181818
"stu_d50c7af666.2",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.875,0.75
"stu_184046d7dc.3",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,0.846153846153846,0.692307692307692
"stu_5abb1f2c3f",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,0.909090909090909,0.636363636363636
"stu_fa30fd97e4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_1b99d34093.6",1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_2e9c745233.3",1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.777777777777778
"stu_b18b305e65.3",1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,0.75,1,1,1,1
"stu_70af52ce6a.2",0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.8,1,1,1,1,1,1,0.705882352941177
"stu_13b942362c.4",1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_9bdd6a0a17.1",0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,0.857142857142857,0.857142857142857
"stu_1d97983771",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_715dfd2b56",1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.777777777777778
"stu_bb7f789f67",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_4c017ec7fd.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_4d23a5a2b9.2",1,1,0.75,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_8249ba0e39.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_303165189d.3",0.857142857142857,1,1,1,1,1,1,0.833333333333333,1,1,1,0.875,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333
"stu_9d898659ad.3",1,1,0.75,1,0.75,0.75,1,0.75,1,1,1,0.75,1,1,0.75,1,1,0.714285714285714,1,1,1,0.714285714285714,0.75,0.857142857142857,1,0.55,0.7
"stu_6e04514415.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_b707626a5d.2",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8125,0.8125
"stu_e568cb0512.1",1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1
"stu_f2ccd10de6",1,0.6,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1
"stu_c3d16fb984",1,1,0.6,0.833333333333333,1,0.8,0.875,1,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.68,0.52
"stu_51f12ebdc0.2",0.75,1,0.75,1,1,1,1,0.8,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.928571428571429,0.928571428571429
"stu_f4d16ac55c.3",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_529d52830a.3",1,1,1,1,1,0.75,0.75,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_55d1e6c278",1,0.8,1,0.75,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.705882352941177,0.705882352941177
"stu_2d1129be3d",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.875
"stu_41f3eed149.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,0.8,1,1,1,1,0.9
"stu_2f48442205.1",1,1,1,1,1,1,1,1,0.875,1,1,1,0.6,1,1,1,1,0.625,1,1,1,0.625,0.8,0.875,1,0.75,0.875
"stu_34cb7e1a16.2",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_cf2be335b2.1",1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_b4141a5564.2",1,1,1,0.75,0.8,1,1,1,1,1,1,1,1,1,1,0.9,1,0.9,1,1,1,0.6,0.833333333333333,1,1,0.909090909090909,0.909090909090909
"stu_9d3f063d8d.2",1,1,1,0.75,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_a9a9a331f4.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1
"stu_d02d9da241.1",0.714285714285714,0.714285714285714,0.75,1,0.714285714285714,1,1,0.666666666666667,1,0.75,0.571428571428571,0.714285714285714,0.857142857142857,1,0.571428571428571,1,0.75,1,1,0.857142857142857,1,1,0.571428571428571,1,1,0.923076923076923,0.846153846153846
"stu_150ff4ff4e.1",0.75,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.666666666666667,1,0.8,1,0.75,1,1,1,0.8,1,1,0.916666666666667
"stu_1e5203f218.2",1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_567576cb94.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,0.916666666666667,0.916666666666667
"stu_8cc2cfe5fa.2",1,1,1,0.75,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.928571428571429
"stu_3aff281f15.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.7,0.8
"stu_99f3f00d78.1",0.75,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,1
"stu_feb98866d9.5",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_0eab96fab5.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_dc6d560815.1",1,1,1,1,0.8,0.75,1,1,1,0.75,1,1,0.833333333333333,1,1,0.8,0.75,0.6,1,1,0.75,1,0.833333333333333,1,1,1,1
"stu_82e8c6643e",1,0.75,1,1,0.75,1,1,1,1,1,1,1,0.875,1,1,1,1,0.75,1,1,1,0.75,1,1,0.875,0.588235294117647,0.588235294117647
"stu_ac06bdf217.2",1,1,1,0.714285714285714,1,0.75,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.736842105263158,0.736842105263158
"stu_e6b99a1351.2",1,1,0.75,0.75,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,1,0.75,1,1,0.857142857142857
"stu_4fbb744284",1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,0.818181818181818
"stu_9398374fef.1",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.6,1,1,1,0.866666666666667,0.666666666666667
"stu_72405db163.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.666666666666667,1,1,1,1,1
"stu_e18a227e47.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_5ded843351.1",0.833333333333333,1,1,0.8,1,0.666666666666667,1,0.571428571428571,1,1,0.6,0.857142857142857,1,1,1,1,1,0.666666666666667,1,0.857142857142857,0.833333333333333,0.833333333333333,1,1,1,0.884615384615385,0.884615384615385
"stu_e8dda3025d.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1
"stu_9aba5c9302.4",1,1,1,0.8,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785714285714286,0.642857142857143
"stu_6e3ad46227",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_90322ae586.5",0.8,0.75,1,0.5,1,1,1,0.833333333333333,1,1,0.5,1,0.75,1,1,1,1,1,1,1,1,0.8,1,0.875,1,0.652173913043478,0.652173913043478
"stu_a44331410e.1",1,1,0.833333333333333,1,1,1,0.75,1,1,0.8,1,1,1,0.75,1,0.8,1,0.75,1,1,1,1,1,0.8,1,0.882352941176471,0.823529411764706
"stu_c55b1d12b9.1",1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.866666666666667
"stu_7affb37f03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1
"stu_24d9f2686f.2",1,0.888888888888889,1,0.6,0.833333333333333,1,1,1,1,0.666666666666667,0.8,1,0.888888888888889,1,1,1,1,0.6,1,0.75,1,1,0.777777777777778,0.8,1,1,0.923076923076923
"stu_0fac44274f.2",1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,0.833333333333333,1,1,1,1,0.875,1,1,1,1,1,1,1,1
"stu_1db0cfa3b8.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.833333333333333,1,0.666666666666667,1,0.9,0.7
"stu_4893cbd47f.2",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555555555556,0.777777777777778
"stu_d311c6fc2a.1",0.75,0.75,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.444444444444444,1,0.8,1,1,1,0.888888888888889,1,1,0.9
"stu_99e607e3ba",1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_d60bc96db3",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.916666666666667,0.833333333333333
"stu_e9112d2c0c.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6b6d4e3ef4.2",1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.636363636363636
"stu_e92691e2b8.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1
"stu_a8edf2ca04",0.75,0.8,1,1,1,1,1,1,0.571428571428571,1,1,1,1,1,0.75,0.875,1,0.875,1,1,1,1,1,0.75,1,0.842105263157895,0.842105263157895
"stu_d4acba0582.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_78981c5ed0.4",0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,0.909090909090909,0.636363636363636
"stu_b52bd79d10.2",0.75,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,0.75,1,1,1,0.75,1,1,1,0.875,0.75
"stu_dae5ed125b.2",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.909090909090909,0.909090909090909
"stu_baac283811.3",1,0.8,0.75,1,0.833333333333333,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.5,1,1,1,0.7,1,1,0.8,0.85
"stu_f595824852",1,0.75,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_81bc5094ea.2",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,0.75,1,1,1,0.75,1,1,0.785714285714286,0.714285714285714
